combination,trials_ok
"924.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 9/17"
"924.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 15/19"
"924.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"924.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"924.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"924.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"924.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 1/20"
"924.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"924.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 14/20"
"924.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 9/20"
"924.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 14/20"
"924.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 16/20"
"924.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 16/18"
"924.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 18/18"
"925.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"925.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"925.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"925.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 1/20"
"925.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 4/20"
"925.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"925.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 16/20"
"925.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 13/20"
"925.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 13/19"
"925.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 19/20"
"925.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 16/18"
"925.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 18/20"
"925.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"925.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"925.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"925.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"925.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 2/20"
"925.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"925.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 11/20"
"925.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 8/20"
"925.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 16/20"
"925.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 16/20"
"925.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 17/19"
"925.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 18/18"
"926.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"926.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"926.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 3/20"
"926.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"926.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 15/20"
"926.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 6/20"
"926.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 17/20"
"926.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 17/20"
"926.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 17/20"
"926.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 18/19"
"926.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 14/19"
"926.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 19/19"
"926.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"926.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"926.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 16/20"
"926.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 2/20"
"926.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 19/20"
"926.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 7/20"
"926.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 16/20"
"926.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 19/20"
"926.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 17/20"
"926.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 20/20"
"926.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 19/19"
"926.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 19/19"
"927.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"927.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 0/19"
"927.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 1/20"
"927.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 5/20"
"927.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 17/20"
"927.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 15/20"
"927.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 19/20"
"927.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 18/20"
"927.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 19/20"
"927.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 20/20"
"927.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 17/18"
"927.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 20/20"
"927.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"927.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"927.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"927.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"927.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 19/20"
"927.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 8/20"
"927.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 20/20"
"927.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 18/20"
"927.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 20/20"
"927.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 19/20"
"927.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 16/17"
"927.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 19/19"
